replicate,noise_case,method,fidelity_to_reconstruction_target,fidelity_to_ideal_pre_noise_state,ideal_to_target_fidelity,hs_distance_to_target,minimum_eigenvalue,physical,inference_seconds
3,phase_damping_p08,maximum_likelihood,0.9875906425238297,0.9630684030079745,0.9400623739851459,0.056867176504225944,3.280446343133158e-14,True,0.0702580829965882
3,phase_damping_p08,neural_network,0.9483268561088898,0.95323759605496,0.9400623739851459,0.19758319158581872,1.5776141151657163e-07,True,0.00023187499027699232
3,biased_pauli_02_01_05,linear_inversion,0.9728792817142474,0.8768066008887057,0.8887955487770037,0.07525632781908795,0.0025696422858420137,True,0.00034933400456793606
3,biased_pauli_02_01_05,maximum_likelihood,0.9857869053866091,0.9028484113502774,0.8887955487770037,0.06513994719710023,0.0017426827679958392,True,0.07097933301702142
3,biased_pauli_02_01_05,neural_network,0.9100742674744784,0.9459433834943524,0.8887955487770037,0.269735058919327,3.538962734932385e-07,True,0.00021637501777149737
3,coherent_z_rotation_008rad,linear_inversion,0.9757482206258604,0.9703468962688254,0.9968390377558913,0.06648021024021761,-0.020121748698914994,False,0.0003492079849820584
3,coherent_z_rotation_008rad,maximum_likelihood,0.9905552709552283,0.9859562194993171,0.9968390377558913,0.03012975859723879,8.927235375158127e-15,True,0.06997199999750592
3,coherent_z_rotation_008rad,neural_network,0.9093197167748797,0.8973490314288812,0.9968390377558913,0.2983504266201517,3.4014638437230135e-06,True,0.00021358300000429153
3,readout_assignment_3pct_5pct,linear_inversion,0.9051340593077942,0.9051340593077942,1.0,0.12679087349651502,-0.0175516113580584,False,0.0003536669828463346
3,readout_assignment_3pct_5pct,maximum_likelihood,0.893417737521935,0.893417737521935,1.0,0.14037988145131736,8.487850368808169e-13,True,0.06996816597529687
3,readout_assignment_3pct_5pct,neural_network,0.9457588888232538,0.9457588888232538,1.0,0.24770248758950147,0.00022382443418693154,True,0.00020487501751631498
4,finite_shots_only,linear_inversion,1.0,1.0,1.0,0.05231102394487927,-0.02684257214346543,False,0.0003540419857017696
4,finite_shots_only,maximum_likelihood,0.999530159394737,0.999530159394737,1.0,0.030654736622996667,6.26164659969714e-14,True,0.017327209003269672
4,finite_shots_only,neural_network,0.9622135363110064,0.9622135363110064,1.0,0.2178523591545472,2.079493716383346e-06,True,0.00020129198674112558
4,global_depolarizing_p08,linear_inversion,0.9784887736118514,0.9534347555510312,0.940000025221442,0.053442508791316526,-0.0016756316380838459,False,0.0003438749990891665
4,global_depolarizing_p08,maximum_likelihood,0.9763456532903189,0.9523057197978353,0.940000025221442,0.052061362793269055,7.117312843175351e-13,True,0.0698105420160573
4,global_depolarizing_p08,neural_network,0.946558858025343,0.9446128695298223,0.940000025221442,0.2453692348890509,4.038345305457294e-05,True,0.00020379098714329302
4,amplitude_damping_p08,linear_inversion,0.9861756681153501,0.9268817755042643,0.9255127275926067,0.0839657433019253,-0.030057790790795236,False,0.00034516601590439677
4,amplitude_damping_p08,maximum_likelihood,0.983280335095348,0.9216130926242746,0.9255127275926067,0.04682055213418336,1.5545966268631373e-13,True,0.06999020799412392
4,amplitude_damping_p08,neural_network,0.912710906197877,0.8995493695540833,0.9255127275926067,0.32559657799583974,3.09970513983865e-05,True,0.00020520799444057047
4,phase_damping_p08,linear_inversion,0.9894501710126058,0.9134223588500369,0.9291712577598814,0.07757051508858354,-0.014654317161082621,False,0.0003517500008456409
4,phase_damping_p08,maximum_likelihood,0.9910179514728534,0.9221529586408314,0.9291712577598814,0.05511236106662153,2.725184430772624e-13,True,0.07008087501162663
4,phase_damping_p08,neural_network,0.9232196341935116,0.9363518301987938,0.9291712577598814,0.29918628616876203,8.900758781037693e-07,True,0.00020599999697878957
4,biased_pauli_02_01_05,linear_inversion,0.9789785643070689,0.9003312998529863,0.883810989355452,0.09160441256937313,-0.01871782164159513,False,0.0003604580124374479
4,biased_pauli_02_01_05,maximum_likelihood,0.9845739875272721,0.8972277317099494,0.883810989355452,0.0464191969305593,3.210575641655064e-11,True,0.06995791700319387
4,biased_pauli_02_01_05,neural_network,0.9242323041045722,0.9455931987779408,0.883810989355452,0.23602773615754957,0.0001774869699889428,True,0.00021808300516568124
4,coherent_z_rotation_008rad,linear_inversion,0.9976051078740368,0.9964536447796825,0.9975121063913647,0.062111178192705035,-0.02351156698778354,False,0.000355791999027133
4,coherent_z_rotation_008rad,maximum_likelihood,0.997016679223381,0.9948607522934058,0.9975121063913647,0.03770480606860194,2.3617257820561275e-15,True,0.07045558298705146
4,coherent_z_rotation_008rad,neural_network,0.9663988633652109,0.9635918456538114,0.9975121063913647,0.21458728637724125,6.18462955955662e-07,True,0.0002103750011883676
4,readout_assignment_3pct_5pct,linear_inversion,0.9437739291996187,0.9437739291996187,1.0,0.12127724996177747,-0.04031076369015731,False,0.0003573749854695052
4,readout_assignment_3pct_5pct,maximum_likelihood,0.9335758926897612,0.9335758926897612,1.0,0.10545594096185562,6.85606778892767e-13,True,0.06974779200390913
4,readout_assignment_3pct_5pct,neural_network,0.9711692730474561,0.9711692730474561,1.0,0.20325312310543658,3.5439324506554824e-05,True,0.0002181250019930303
5,finite_shots_only,linear_inversion,1.0,1.0,1.0,0.0829431514316425,-0.04421517889937745,False,0.0003485000052023679
5,finite_shots_only,maximum_likelihood,0.9967542798076291,0.9967542798076291,1.0,0.0479992118085196,1.2463574170324288e-14,True,0.07019333299831487
5,finite_shots_only,neural_network,0.9563819026378669,0.9563819026378669,1.0,0.25405483581054705,5.790439362345073e-06,True,0.00026450000586919487
5,global_depolarizing_p08,linear_inversion,0.9768233214572868,0.9372543706127181,0.9400000099479744,0.08464047740937185,-0.008335672760076098,False,0.0004036659956909716
5,global_depolarizing_p08,maximum_likelihood,0.974938575528785,0.9486343636800005,0.9400000099479744,0.060930316705358395,3.325980080350587e-13,True,0.07023937499616295
5,global_depolarizing_p08,neural_network,0.959584449110892,0.9305152004174687,0.9400000099479744,0.22875287043954098,0.0017331349295036328,True,0.00021112500689923763
5,amplitude_damping_p08,linear_inversion,1.0,0.9394160117937601,0.9408616723853015,0.0946685657004338,-0.022924236933373872,False,0.00035200000274926424
5,amplitude_damping_p08,maximum_likelihood,0.9943629407024664,0.9343881150061617,0.9408616723853015,0.05484303474686159,3.9571529864876525e-14,True,0.0696324170276057
5,amplitude_damping_p08,neural_network,0.9394259983702766,0.8993316472416487,0.9408616723853015,0.2712316700974807,0.003725436950543064,True,0.00021429199841804802
5,phase_damping_p08,linear_inversion,0.9869332122263008,0.9379696663822231,0.9538192066927454,0.08345327081679502,-0.00024087268911711804,False,0.0003516669967211783
5,phase_damping_p08,maximum_likelihood,0.9856468928587702,0.9335475320769823,0.9538192066927454,0.08111242311885701,1.4739653322488488e-12,True,0.06983766600023955
5,phase_damping_p08,neural_network,0.9488263489401673,0.9258237101617023,0.9538192066927454,0.20642812542408157,0.0035408735932982447,True,0.00020829198183491826
5,biased_pauli_02_01_05,linear_inversion,0.982530079055225,0.8977614079147456,0.8947528339734125,0.08302502438767446,-0.007195850629639694,False,0.00035512499744072556
5,biased_pauli_02_01_05,maximum_likelihood,0.9749523857870074,0.8866299112756327,0.8947528339734125,0.05612855428595259,1.4507641480195975e-12,True,0.07052249999833293
5,biased_pauli_02_01_05,neural_network,0.9463689084721641,0.9064086676799965,0.8947528339734125,0.23796626235900964,0.0043825014369429285,True,0.00020970799960196018
5,coherent_z_rotation_008rad,linear_inversion,0.9838350570467552,0.9825015690089512,0.9987661863573998,0.05801701377232859,-0.017483844013036015,False,0.00035133399069309235
5,coherent_z_rotation_008rad,maximum_likelihood,0.9831621538511492,0.9825882658686771,0.9987661863573998,0.038889358483378586,2.7551640812098315e-13,True,0.0703576669911854
5,coherent_z_rotation_008rad,neural_network,0.9615492781174336,0.9626386438813556,0.9987661863573998,0.19145468902347115,0.00028992647337382574,True,0.00020670797675848007
5,readout_assignment_3pct_5pct,linear_inversion,0.8998361082167812,0.8998361082167812,1.0,0.13965608341636068,0.0025940284329801747,True,0.0003777499950956553
