n_qubits,state_type,observable,observable_weight,method,requested_copy_budget,mean_actual_total_copies,mean_collection_total_copies,replicates,bias,mae,rmse,p90_absolute_error,physical_fraction
2,haar,XX,2,classical_shadow,90,90.0,90.0,20,0.0033866691129170803,0.1674194021379493,0.22079102924168142,0.34875145446122174,not_applicable
2,haar,XX,2,classical_shadow,180,180.0,180.0,20,0.013386669112917082,0.18956735815559841,0.22180842851056984,0.32121775145229137,not_applicable
2,haar,XX,2,classical_shadow,450,450.0,450.0,20,0.060386669112917055,0.11699683872094606,0.1522053782684079,0.2651049340025489,not_applicable
2,haar,XX,2,classical_shadow,900,900.0,900.0,20,0.0013866691129170768,0.08062258814893279,0.09041980008933942,0.14840030137786292,not_applicable
2,haar,XX,2,classical_shadow,1800,1800.0,1800.0,20,0.006636669112917088,0.045126669752702644,0.05854541773889934,0.09364566823064582,not_applicable
2,haar,XX,2,classical_shadow,4500,4500.0,4500.0,20,0.011786669112917075,0.03429361409916983,0.045800875582480874,0.05540046174193463,not_applicable
2,haar,XX,2,direct_split_collection_budget,90,22.0,88.0,20,0.05611394184018981,0.14551992566230307,0.19658875424251449,0.3390804913820735,not_applicable
2,haar,XX,2,direct_split_collection_budget,180,45.0,180.0,20,-0.011057775331527377,0.09281751148823478,0.12053671844664947,0.17647823239965163,not_applicable
2,haar,XX,2,direct_split_collection_budget,450,112.0,448.0,20,-0.005899045172797206,0.059381006985100834,0.07460424035386534,0.11741890567129828,not_applicable
2,haar,XX,2,direct_split_collection_budget,900,225.0,900.0,20,0.020497780224028185,0.04180218133917244,0.05413204320854401,0.09391757368053982,not_applicable
2,haar,XX,2,direct_split_collection_budget,1800,450.0,1800.0,20,-0.00927999755374959,0.03048003847851481,0.03628987452153153,0.05398665965468678,not_applicable
2,haar,XX,2,direct_split_collection_budget,4500,1125.0,4500.0,20,0.009386669112917087,0.02315068918152819,0.029880523824524163,0.04747627300757972,not_applicable
2,haar,XX,2,direct_targeted_pauli,90,90.0,360.0,20,0.01672000244625041,0.06809034522996306,0.09776663234072155,0.21509535203811228,not_applicable
2,haar,XX,2,direct_targeted_pauli,180,180.0,720.0,20,0.00449778022402818,0.04969168443492235,0.05976774054878036,0.08723363656851295,not_applicable
2,haar,XX,2,direct_targeted_pauli,450,450.0,1800.0,20,-0.0035022197759718133,0.02545980604915548,0.0318198129152591,0.048052572708037096,not_applicable
2,haar,XX,2,direct_targeted_pauli,900,900.0,3600.0,20,0.011608891335139294,0.029894495282568396,0.03669902072346638,0.053456236695452915,not_applicable
2,haar,XX,2,direct_targeted_pauli,1800,1800.0,7200.0,20,0.003886669112917074,0.01602051490013371,0.021430906863636197,0.035349156025959366,not_applicable
2,haar,XX,2,direct_targeted_pauli,4500,4500.0,18000.0,20,0.00018666911291707837,0.009099702344688286,0.012540576547501603,0.018171589663392818,not_applicable
2,haar,XX,2,linear_inversion,90,90.0,90.0,20,-0.0666133308870829,0.2121595590448891,0.25977176739274593,0.3968093905816919,0.0
2,haar,XX,2,linear_inversion,180,180.0,180.0,20,0.06338666911291709,0.16077874858566057,0.19234472943683084,0.3284213122988949,0.0
2,haar,XX,2,linear_inversion,450,450.0,450.0,20,0.04938666911291707,0.08152735816037844,0.09850174939439893,0.14314996442962113,0.0
2,haar,XX,2,linear_inversion,900,900.0,900.0,20,-0.019613330887082905,0.07240300551892584,0.08916733093997971,0.13789764134772428,0.0
2,haar,XX,2,linear_inversion,1800,1800.0,1800.0,20,0.008886669112917073,0.044419741797032244,0.05419633237341462,0.08948969206955976,0.0
2,haar,XX,2,linear_inversion,4500,4500.0,4500.0,20,0.019386669112917095,0.027678494394317583,0.04111523286421097,0.05680124224174908,0.0
2,haar,XX,2,neural_network,90,90.0,90.0,20,0.037041727215652215,0.23692667182147922,0.2872004221181723,0.4868522919364969,1.0
2,haar,XX,2,neural_network,180,180.0,180.0,20,0.04941331162419997,0.2105769657341933,0.2651015308455041,0.491001408905919,1.0
2,haar,XX,2,neural_network,450,450.0,450.0,20,0.03806919447342798,0.14063228035891207,0.16477906426773725,0.2730828389823786,1.0
2,haar,XX,2,neural_network,900,900.0,900.0,20,0.03528615032668865,0.11996336124373963,0.1427176949467319,0.1991381695404952,1.0
2,haar,XX,2,neural_network,1800,1800.0,1800.0,20,0.03481690492416852,0.08849115726142487,0.10901241884507425,0.1523191866027921,1.0
2,haar,XX,2,neural_network,4500,4500.0,4500.0,20,0.04623740196892019,0.11403871848082821,0.13460902195201113,0.19285407770571594,1.0
2,haar,XX,2,rank_one_mle,90,90.0,90.0,20,-0.00030905433449648635,0.10240552908839681,0.13087308477555876,0.21853060093345356,1.0
2,haar,XX,2,rank_one_mle,180,180.0,180.0,20,0.028889138366541146,0.0814384289777815,0.10414907647800238,0.16124799319307084,1.0
2,haar,XX,2,rank_one_mle,450,450.0,450.0,20,0.0032281869795701434,0.04054795041415256,0.05422717990362588,0.09292283391957216,1.0
2,haar,XX,2,rank_one_mle,900,900.0,900.0,20,-0.0057653685612919945,0.039717170945676956,0.04682331150923104,0.07022328435259954,1.0
2,haar,XX,2,rank_one_mle,1800,1800.0,1800.0,20,-0.0014171391538723697,0.021845507144117062,0.032050168527734645,0.057109150967741544,1.0
