n_qubits,state_type,observable,observable_weight,method,requested_copy_budget,mean_actual_total_copies,mean_collection_total_copies,replicates,bias,mae,rmse,p90_absolute_error,physical_fraction
2,haar,IZ,1,direct_targeted_pauli,90,90.0,360.0,20,-0.01319899099195683,0.07014775972715362,0.08464908579471757,0.14999654547037783,not_applicable
2,haar,IZ,1,direct_targeted_pauli,180,180.0,720.0,20,0.014023231230265405,0.07432260845929503,0.08632601730102117,0.12231361265480505,not_applicable
2,haar,IZ,1,direct_targeted_pauli,450,450.0,1800.0,20,0.012801009008043176,0.03802446779583446,0.047469366012638604,0.07353365536941243,not_applicable
2,haar,IZ,1,direct_targeted_pauli,900,900.0,3600.0,20,0.0048010090080431765,0.01961792637621652,0.02569998057421539,0.040129072159818306,not_applicable
2,haar,IZ,1,direct_targeted_pauli,1800,1800.0,7200.0,20,0.0008565645635987315,0.015432291575717447,0.021463543606913268,0.033333439350113035,not_applicable
2,haar,IZ,1,direct_targeted_pauli,4500,4500.0,18000.0,20,-0.007154546547512383,0.014075788931106942,0.017152950079127524,0.025998796152099844,not_applicable
2,haar,IZ,1,linear_inversion,90,90.0,90.0,20,0.05680100900804321,0.24488443929534348,0.2896858121459119,0.4548640154276308,0.0
2,haar,IZ,1,linear_inversion,180,180.0,180.0,20,-0.06819899099195681,0.15578884967126688,0.1873903833305068,0.29276243398620627,0.0
2,haar,IZ,1,linear_inversion,450,450.0,450.0,20,-0.007198990991956808,0.0942103846149505,0.12596033208232105,0.20917311317115955,0.0
2,haar,IZ,1,linear_inversion,900,900.0,900.0,20,0.04880100900804319,0.08390190484376561,0.09956618819393545,0.16157532694182025,0.0
2,haar,IZ,1,linear_inversion,1800,1800.0,1800.0,20,0.01880100900804319,0.05292770609716252,0.06553697849914646,0.0964891714901211,0.0
2,haar,IZ,1,linear_inversion,4500,4500.0,4500.0,20,-0.004598990991956836,0.030792318830336368,0.036739275548505215,0.058647455583818654,0.0
2,haar,IZ,1,neural_network,90,90.0,90.0,20,-0.021973883330367226,0.1992891983629524,0.24984653574805638,0.3197238737584553,1.0
2,haar,IZ,1,neural_network,180,180.0,180.0,20,-0.09713053822666641,0.16868112474320043,0.21294398467359837,0.3002334266948766,1.0
2,haar,IZ,1,neural_network,450,450.0,450.0,20,-0.04109516788165285,0.19295870563965944,0.22921948635647027,0.3641354842763746,1.0
2,haar,IZ,1,neural_network,900,900.0,900.0,20,-0.0562377516596642,0.1643440358166916,0.20145698995153052,0.35939962070484593,1.0
2,haar,IZ,1,neural_network,1800,1800.0,1800.0,20,-0.046172328378746276,0.14271265306237724,0.1878413494275441,0.21524609976726616,1.0
2,haar,IZ,1,neural_network,4500,4500.0,4500.0,20,-0.05732707862144515,0.16423257512620576,0.2098162049627904,0.2404017518892457,1.0
2,haar,IZ,1,rank_one_mle,90,90.0,90.0,20,0.04141873670512612,0.09063276814110205,0.11520197140709863,0.17266443602614773,1.0
2,haar,IZ,1,rank_one_mle,180,180.0,180.0,20,0.002251389670046653,0.07537737868926371,0.09328987000267647,0.14426294807330417,1.0
2,haar,IZ,1,rank_one_mle,450,450.0,450.0,20,0.003662904447363216,0.042327248953396054,0.05214007755152802,0.07840290169919671,1.0
2,haar,IZ,1,rank_one_mle,900,900.0,900.0,20,0.0139469623698889,0.03864092051125224,0.04700889798001895,0.07471246578461883,1.0
2,haar,IZ,1,rank_one_mle,1800,1800.0,1800.0,20,0.006331443533005562,0.018823684371622365,0.022350945712339275,0.03594705858244795,1.0
2,haar,IZ,1,rank_one_mle,4500,4500.0,4500.0,20,0.0004145010894311317,0.015707898493394414,0.018489702466303104,0.03045742260124021,1.0
