n_qubits,state_type,replicate,observable,observable_weight,method,requested_copy_budget,actual_total_copies,collection_total_copies,shots_per_qst_setting,exact_expectation,estimated_expectation,error,absolute_error,squared_error,estimate_standard_error,estimate_physical,inference_seconds
2,product,0,XX,2,direct_split_collection_budget,90,22,88,one_targeted_setting_per_observable,0.10623243224531331,0.09090909090909091,-0.015323341336222401,0.015323341336222401,0.00023480478970638213,0.21231789386223354,not_applicable,not_recorded_separately
2,product,0,XX,2,linear_inversion,90,90,90,10,0.10623243224531331,0.0,-0.10623243224531331,0.10623243224531331,0.011285329660755085,not_available,False,0.000365041
2,product,0,XX,2,rank_one_mle,90,90,90,10,0.10623243224531331,0.12034284019783982,0.014110407952526507,0.014110407952526507,0.0001991036125867233,not_available,True,0.020626584
2,product,0,XX,2,neural_network,90,90,90,10,0.10623243224531331,-0.06843143741111236,-0.17466386965642566,0.17466386965642566,0.030507467363356855,not_available,True,0.000281042
2,product,0,ZI,1,classical_shadow,180,180,180,not_applicable,0.9349820804155805,0.7333333333333333,-0.20164874708224723,0.20164874708224723,0.04066221719984011,0.10199743183923861,not_applicable,not_recorded_separately
2,product,0,ZI,1,direct_targeted_pauli,180,180,720,one_targeted_setting,0.9349820804155805,0.9222222222222223,-0.012759858193358231,0.012759858193358231,0.00016281398111461117,0.02881995574438599,not_applicable,not_recorded_separately
2,product,0,ZI,1,direct_split_collection_budget,180,45,180,one_targeted_setting_per_observable,0.9349820804155805,0.8666666666666667,-0.06831541374891381,0.06831541374891381,0.004666995755685282,0.07436978013636227,not_applicable,not_recorded_separately
2,product,0,ZI,1,linear_inversion,180,180,180,20,0.9349820804155805,0.7999999999999999,-0.13498208041558057,0.13498208041558057,0.01822016203331826,not_available,False,0.000361292
2,product,0,ZI,1,rank_one_mle,180,180,180,20,0.9349820804155805,0.9434893342455412,0.008507253829960648,0.008507253829960648,7.237336772738011e-05,not_available,True,0.0361325
2,product,0,ZI,1,neural_network,180,180,180,20,0.9349820804155805,0.8338437118160298,-0.10113836859955072,0.10113836859955072,0.010228969602978586,not_available,True,0.000222833
2,product,0,IZ,1,classical_shadow,180,180,180,not_applicable,0.30943239215428314,0.4,0.09056760784571688,0.09056760784571688,0.008202491590895557,0.13031976144646554,not_applicable,not_recorded_separately
2,product,0,IZ,1,direct_targeted_pauli,180,180,720,one_targeted_setting,0.30943239215428314,0.2777777777777778,-0.03165461437650535,0.03165461437650535,0.0010020146113252594,0.07160227751548594,not_applicable,not_recorded_separately
2,product,0,IZ,1,direct_split_collection_budget,180,45,180,one_targeted_setting_per_observable,0.30943239215428314,0.3333333333333333,0.023900941179050172,0.023900941179050172,0.0005712549892444163,0.1405456737852613,not_applicable,not_recorded_separately
2,product,0,IZ,1,linear_inversion,180,180,180,20,0.30943239215428314,0.4999999999999999,0.19056760784571675,0.19056760784571675,0.036316013160038886,not_available,False,0.000361292
2,product,0,IZ,1,rank_one_mle,180,180,180,20,0.30943239215428314,0.3003283378813365,-0.009104054272946638,0.009104054272946638,8.288380420475793e-05,not_available,True,0.0361325
2,product,0,IZ,1,neural_network,180,180,180,20,0.30943239215428314,0.2966991030900297,-0.012733289064253417,0.012733289064253417,0.00016213665039383567,not_available,True,0.000222833
2,product,0,ZZ,2,classical_shadow,180,180,180,not_applicable,0.28931374176438146,0.4,0.11068625823561856,0.11068625823561856,0.012251447762202038,0.2222284294601732,not_applicable,not_recorded_separately
2,product,0,ZZ,2,direct_targeted_pauli,180,180,720,one_targeted_setting,0.28931374176438146,0.2222222222222222,-0.06709151954215925,0.06709151954215925,0.004501271994475937,0.07267191433462439,not_applicable,not_recorded_separately
2,product,0,ZZ,2,direct_split_collection_budget,180,45,180,one_targeted_setting_per_observable,0.28931374176438146,0.5111111111111111,0.2217973693467296,0.2217973693467296,0.049194073049129594,0.12812887887667943,not_applicable,not_recorded_separately
2,product,0,ZZ,2,linear_inversion,180,180,180,20,0.28931374176438146,0.29999999999999993,0.010686258235618473,0.010686258235618473,0.00011419611507832365,not_available,False,0.000361292
2,product,0,ZZ,2,rank_one_mle,180,180,180,20,0.28931374176438146,0.2756924296123694,-0.013621312152012066,0.013621312152012066,0.0001855401447425516,not_available,True,0.0361325
2,product,0,ZZ,2,neural_network,180,180,180,20,0.28931374176438146,0.3247330241150151,0.03541928235063363,0.03541928235063363,0.001254525562233907,not_available,True,0.000222833
2,product,0,XX,2,classical_shadow,180,180,180,not_applicable,0.10623243224531331,-0.1,-0.20623243224531332,0.20623243224531332,0.042531816109817745,0.21259240514716649,not_applicable,not_recorded_separately
2,product,0,XX,2,direct_targeted_pauli,180,180,720,one_targeted_setting,0.10623243224531331,0.2111111111111111,0.1048786788657978,0.1048786788657978,0.010999537280635142,0.07285572114976559,not_applicable,not_recorded_separately
2,product,0,XX,2,direct_split_collection_budget,180,45,180,one_targeted_setting_per_observable,0.10623243224531331,0.06666666666666667,-0.03956576557864665,0.03956576557864665,0.0015654498058244198,0.14873956027272453,not_applicable,not_recorded_separately
2,product,0,XX,2,linear_inversion,180,180,180,20,0.10623243224531331,0.5,0.3937675677546867,0.3937675677546867,0.15505289741544176,not_available,False,0.000361292
2,product,0,XX,2,rank_one_mle,180,180,180,20,0.10623243224531331,0.18413870758227324,0.07790627533695993,0.07790627533695993,0.006069387736878211,not_available,True,0.0361325
2,product,0,XX,2,neural_network,180,180,180,20,0.10623243224531331,0.1897789145324828,0.08354648228716949,0.08354648228716949,0.006980014702560325,not_available,True,0.000222833
2,product,0,ZI,1,classical_shadow,450,450,450,not_applicable,0.9349820804155805,0.9733333333333334,0.038351252917752876,0.038351252917752876,0.0014708186003614485,0.06956149995984985,not_applicable,not_recorded_separately
2,product,0,ZI,1,direct_targeted_pauli,450,450,1800,one_targeted_setting,0.9349820804155805,0.9022222222222223,-0.03275985819335825,0.03275985819335825,0.0010732083088489416,0.020330331020335927,not_applicable,not_recorded_separately
2,product,0,ZI,1,direct_split_collection_budget,450,112,448,one_targeted_setting_per_observable,0.9349820804155805,0.8928571428571429,-0.0421249375584376,0.0421249375584376,0.001774510364302267,0.042553130912276214,not_applicable,not_recorded_separately
2,product,0,ZI,1,linear_inversion,450,450,450,50,0.9349820804155805,0.8400000000000001,-0.09498208041558043,0.09498208041558043,0.009021595600071788,not_available,False,0.000347791
2,product,0,ZI,1,rank_one_mle,450,450,450,50,0.9349820804155805,0.9054869902110537,-0.029495090204526786,0.029495090204526786,0.000869960346173172,not_available,True,0.019840333
2,product,0,ZI,1,neural_network,450,450,450,50,0.9349820804155805,0.8732119176505668,-0.06177016276501368,0.06177016276501368,0.0038155530080162827,not_available,True,0.000215
